id,price_doc
30637,9930280.5157
30638,6899491.2776
30639,10408971.583
30641,12924604.969
30642,5673742.5258
30643,10594739.865
30644,10493559.813
30645,8471745.9385
30646,5296217.6157
30647,6129071.3518
30648,17290196.331
30649,3440239.7902
30650,4828750.7398
30652,4749855.3856
30653,6495520.264
30654,4201702.4076
30655,16018173.19
30656,4318787.2558
30657,6814602.5228
30658,5785091.8829
30659,3773585.1226
30660,9964984.9075
30661,7319776.7611
30662,5703701.2836
30663,15517707.688
30664,13895749.066
30665,6706245.8043
30666,989372.42812
30667,3697035.1076
30668,7188602.485
30669,6167005.4783
30671,9049768.8923
30672,17696624.013
30673,9725701.9505
30674,14545628.013
30675,646410.54171
30676,9960774.9635
30677,4899610.7105
30678,11746082.901
30679,7002126.4065
30680,7650341.8325
30682,8744753.3557
30683,11339060.347
30684,7446656.1091
30686,8937390.6002
30687,5608966.2709
30688,3983455.8645
30689,16119944.893
30690,17519346.657
30691,3622752.3378
30692,8553004.7271
30693,9427019.6308
30694,7457790.5743
30695,9048348.6855
30696,8405593.6016
30697,10526818.035
30698,8699758.4482
30699,7101862.0495
30701,10417798.756
30702,7262666.102
30703,4825722.8173
30704,11565539.238
30705,8977161.9285
30706,18437741.899
30707,3989091.0776
30708,13468430.23
30709,7173147.5338
30710,8129075.5296
30711,7508103.9856
30712,4025411.491
30713,5717171.5703
30714,7672479.5235
30716,11218945.901
30717,7532270.2386
30718,11794038.562
30719,16614676.024
30720,9110303.0198
30721,8005596.1428
30722,9349205.6171
30723,7909912.0837
30724,11279609.167
30725,7485510.093
30726,11939376.446
30727,10187619.253
30728,7148129.0907
30730,6619908.3554
30731,7670212.1288
30732,2894320.6846
30733,12150562.591
30734,8283153.6073
30736,8318589.2468
30737,7704507.4974
30738,6538122.0076
30740,4792753.7674
30741,8131938.8099
30742,5446362.5433
30743,6247009.2984
30744,7061801.7758
30745,10095251.624
30747,20878272.533
30748,13865454.269
30749,4046934.855
30750,7675485.1927
30751,5675658.5221
30752,9410642.0486
30753,11003191.95
30754,6333931.9779
30755,4278065.4432
30756,7628132.4907
30757,6969687.3509
30758,13208303.005
30759,7467286.9445
30761,12351907.476
30762,5679175.6102
30763,13086244.349
30764,9125101.2994
30765,5556000.897
30766,3443951.138
30767,10097550.465
30768,5260339.4048
30769,6984876.3057
30770,6632900.029
30771,4572189.4709
30772,10723889.861
30774,8516679.71
30775,12656531.76
30776,6641668.0099
30777,4398733.3222
30778,11123028.875
30779,7737186.0943
30780,8941013.5037
30781,7770015.0454
30782,8094351.5016
30784,2752369.6604
30785,5022105.1
30789,7617047.3901
30790,9081042.3668
30791,10255169.967
30792,8299073.2893
30793,6069836.1587
30794,13622804.939
30795,12674813.674
30796,13254968.793
30797,15918853.922
30799,9883071.4267
30800,14158740.948
30801,6225862.4186
30802,21136272.242
30803,4582583.5891
30804,3835586.5283
30805,14369872.491
30806,8528668.284
30807,6988509.8859
30808,11197936.659
30809,7359067.5744
30810,10525247.809
30812,5521181.7996
30813,6923994.672
30814,2975594.9497
30815,4136787.4055
30816,10220190.944
30817,722839.75816
30818,9395936.7306
30819,8579085.4243
30820,5406723.2215
30821,15952744.943
30822,12319721.599
30823,8077292.4584
30824,4252778.9302
30826,9695134.2857
30827,4245839.5844
30828,6939457.813
30829,6481533.62
30830,10105066.69
30832,5943163.8555
30833,6026614.5423
30834,4275496.9255
30835,8745081.1278
30836,9349501.8501
30838,5180028.2231
30839,7152563.0042
30840,13149944.492
30841,12699326.149
30842,8747467.7711
30843,5848693.5321
30844,8735378.5926
30845,12627917.312
30846,3581728.3829
30847,6902188.3539
30849,3580206.9911
30852,9617961.6808
30853,4033547.6425
30854,6963115.4056
30855,5360524.7225
30856,9608847.709
30857,4204815.0828
30858,5090222.9584
30860,6046806.9364
30861,7573130.424
30862,6991018.4716
30863,9276830.6769
30864,6413683.409
30865,10199517.378
30866,5600135.2636
30867,7338982.8349
30868,10519022.273
30869,4715510.1214
30870,6885339.563
30871,8502680.6354
30872,5358483.9717
30873,3455273.3121
30874,6221421.8166
30875,6282892.5234
30877,8639797.4435
30878,6085652.3249
30881,141248.14618
30882,5759460.5943
30883,5653465.4987
30884,6728113.201
30885,5733693.3415
30886,12124208.162
30887,7127207.9091
30889,6355509.0412
30890,9267103.7397
30891,3045798.0143
30892,3532504.3242
30893,5478924.2906
30894,7509165.5694
30896,6043894.0283
30897,10305078.142
30898,6052635.4731
30899,7736791.0556
30900,5114652.2077
30901,6539717.6076
30902,222888.87288
30903,8321929.7657
30904,7656870.6052
30905,6333417.4172
30906,6039241.6661
30907,14364098.643
30908,3144042.4756
30909,9873636.1142
30911,5439512.4038
30912,6607932.8264
30913,15425474.228
30914,6588280.7222
30915,11621962.691
30917,10652220.776
30918,7318686.1002
30919,4305672.348
30920,6126090.7055
30921,4925928.3935
30922,6461697.0028
30923,3569831.156
30924,5962451.9704
30925,11426294.04
30926,8221512.7428
30927,10004896.183
30928,6203302.0126
30929,5519224.319
30930,10591461.78
30932,5471382.4884
30933,5923422.0874
30934,10573299.324
30935,5167017.8112
30936,7814902.454
30940,5444297.0052
30941,6640358.9064
30943,7885090.3686
30944,5357982.2111
30945,4744442.7778
30946,14717026.47
30948,8331187.1492
30950,7299126.565
30951,13777337.649
30952,9165190.5707
30953,12001998.884
30954,3953778.1009
30955,7276597.5766
30957,6094750.4953
30958,18962952.874
30959,9439993.3293
30960,9159762.7418
30961,9903316.9106
30962,12106262.967
30963,3238526.2939
30964,6468022.5599
30966,15826458.773
30967,10325836.076
30970,7211251.4185
30971,8718789.0178
30975,10626154.905
30976,9367584.5332
30977,4851973.2671
30978,8959792.8904
30980,4199004.9503
30981,5345996.401
30982,7023093.8254
30984,6980684.0985
30985,3252839.119
30986,10728222.859
30987,11188124.939
30988,6030690.458
30989,10731593.462
30990,11315019.316
30991,11200727.574
30993,8960832.8985
30994,5484643.9459
30995,8450941.563
30997,6736606.9779
30998,13214294.298
30999,7894383.2575
31000,10194881.328
31001,7215943.7003
31002,9096334.1449
31003,9000481.3522
31004,4504146.7753
31005,3318837.1873
31006,7760395.5551
31007,6721421.2933
31008,7743785.3013
31009,9191542.7107
31010,8028089.1938
31011,4421784.7709
31012,6131692.091
31013,8597218.5463
31014,14878423.905
31015,11011176.605
31016,4355671.5754
31017,10447369.026
31018,7211222.9837
31019,6161192.7577
31020,7409622.8893
31021,13161457.914
31022,17200092.079
31023,10763194.879
31024,4205324.5807
31025,11091908.358
31026,8044668.3111
31027,3822272.9897
31028,6338854.7559
31029,11201024.983
31030,7009587.2406
31031,6537740.5117
31032,13476620.227
31033,9107889.576
31034,8612858.2751
31035,9522350.0284
31036,8507490.3946
31037,19108800.659
31038,4509721.3339
31039,6332495.9502
31041,4911578.2681
31042,5198294.6106
31043,7244608.3687
31044,14906971.722
31045,9684582.0219
31046,7242667.2521
31047,10163258.631
31048,7785650.8109
31049,8843897.4136
31052,3007441.6459
31053,10776873.617
31056,13077267.559
31057,8804000.926
31058,6911007.5452
31059,2843332.3127
31060,6488554.1975
31061,7716715.5566
31062,5815430.9293
31063,2992680.185
31064,3922611.2297
31065,9376181.2802
31067,10466665.62
31068,3893068.9856
31072,9383044.5358
31073,153888.07219
31074,8392271.4645
31075,48927107.881
31076,9484431.3166
31079,4875269.8317
31080,8336863.0144
31081,678991.47528
31082,11097291.907
31083,7136331.0978
31084,10554951.999
31085,9173916.5942
31086,2940604.6607
31087,5908337.2114
31088,10974387.864
31089,8980754.3395
31090,23598875.938
31091,4197204.1478
31093,6734422.306
31094,7553078.9241
31095,4956140.4426
31096,14285026.025
31097,12224790.916
31098,13011971.517
31099,17723594.307
31100,6557525.1173
31101,5156127.1119
31102,6793668.7082
31103,11749207.002
31104,6441234.0608
31105,7960618.9587
31107,17452695.276
31108,8696896.0457
31109,4726887.9254
31110,9933307.2299
31111,11534474.683
31112,5751746.3312
31113,4860891.258
31114,4835759.7781
31116,6756096.0665
31117,8587745.1468
31118,3458225.8213
31119,4360625.0678
31120,7155125.7015
31121,10458155.805
31122,7695695.7723
31123,5654611.8358
31124,7457638.1747
31126,15196677.976
31128,7794699.4199
31130,11896561.95
31131,10345472.753
31132,11250961.597
31133,10760592.774
31134,8017073.4852
31135,11676733.47
31136,9642230.0552
31137,6730760.9055
31138,7571335.398
31140,7744695.4076
31141,9524418.1646
31142,10841147.049
31143,5818904.8732
31145,4400290.4202
31146,6067460.4444
31147,12443749.357
31148,5773085.5877
31149,319407.84583
31150,8237826.8827
31151,6160413.1013
31152,10406106.781
31154,11086910.384
31155,8572435.6771
31156,12595845.283
31157,5529046.158
31158,10978748.96
31159,8380488.8428
31160,3900708.4358
31161,4016827.9095
31162,6306854.9353
31163,5997673.7552
31165,6985175.8884
31166,7347914.9263
31167,9509298.8795
31168,11610194.834
31169,12737416.014
31170,6652230.4321
31171,15138641.443
31173,11102160.557
31174,11144338.394
31175,12658665.963
31177,11130556.181
31178,4115224.2918
31179,6384710.11
31180,2403179.9339
31181,8392538.5482
31182,6061782.5929
31183,7413850.4229
31184,6516788.7437
31185,4763353.3661
31186,10094935.966
31187,3328691.3875
31188,5960198.9553
31189,2560556.4745
31190,7759745.1415
31191,13277012.985
31192,4923204.4003
31193,5777786.2403
31194,6075034.2884
31195,7725237.0414
31196,6016448.6959
31197,13103434.07
31198,8340782.3306
31199,8100549.933
31200,9231747.5045
31202,4508336.8214
31204,3217259.2721
31206,5363764.0815
31208,7619207.3096
31209,3768776.4676
31211,8056007.3767
31212,6239868.9209
31213,10906321.932
31214,8081385.4127
31215,5220548.2033
31216,6990744.4441
31218,7357491.4932
31219,3837412.5209
31220,8138041.7115
31222,8781961.8482
31223,10295889.207
31224,7481873.4361
31225,10978060.59
31227,10206950.972
31228,12942298.066
31229,4716765.8397
31230,6940608.1483
31231,4006866.1741
31232,5965300.4226
31233,7493194.9011
31234,6814843.0464
31235,5244233.8041
31236,8138556.2083
31237,11720308.371
31238,8398891.8161
31239,13429993.335
31240,8776207.1858
31241,7275474.0278
31242,6611416.5483
31243,3923053.3144
31245,9781394.7182
31246,12220836.772
31248,8602068.5351
31249,10682280.144
31250,8658360.6831
31253,10110102.685
31254,7699098.3173
31255,12559397.615
31256,7607037.0087
31257,5525694.0532
31258,10801830.177
31259,9779758.333
31260,10184726.742
31261,16629165.831
31262,6356919.7796
31264,4077912.0101
31265,15205506.563
31266,7618589.3868
31269,8764584.3843
31270,5060499.4966
31272,14475761.154
31273,8627526.9428
31274,6929656.7043
31275,6973754.4644
31276,5708080.2821
31277,5246825.6606
31278,12787421.642
31279,12407292.879
31280,10077911.402
31281,8023745.3689
31282,13014324.681
31283,7303596.3301
31284,6098116.5378
31285,4462885.3088
31286,9632379.0011
31287,10549292.571
31289,10848081.825
31290,6263551.6907
31291,7564180.9925
31292,3163628.1208
31293,6228325.9492
31294,4854793.2531
31296,10366379.495
31297,6997159.633
31298,6270132.8539
31299,10571097.269
31300,8741138.3006
31301,5674166.3647
31302,7003610.5827
31303,8692356.7771
31304,6441914.6284
31305,11606838.677
31306,4726848.7965
31307,9195654.1306
31308,10038634.708
31309,10612919.678
31310,19122393.133
31311,6376125.8543
31312,7482867.2316
31313,12785234.629
31314,7612110.9186
31315,10696572.193
31316,9826038.9952
31317,17840451.442
31318,10128099.804
31319,7629235.7293
31320,7175807.369
31321,8995288.3601
31322,8120590.2217
31323,11336859.087
31324,8977603.9499
31325,7653128.9269
31326,9707915.8019
31327,9058127.385
31328,11922777.516
31330,9304115.462
31332,7205279.4394
31333,5495473.1027
31334,4683823.5175
31335,7105262.1652
31336,7988037.7562
31337,8216463.3385
31338,6127163.8457
31339,4989888.3698
31340,6860418.1491
31341,10565731.806
31342,6028903.0664
31343,3766221.1492
31344,3330765.5301
31345,8521741.9006
31347,7643758.9459
31348,12850985.807
31349,12416255.019
31350,5586374.1116
31351,5262238.6398
31352,12447022.157
31353,5346499.1117
31354,9848330.4325
31355,14435198.351
31356,4837599.8015
31358,3657613.2224
31359,6749694.4355
31361,4709486.3956
31362,11294318.861
31364,4410524.2654
31366,8822737.8913
31367,9149825.5435
31368,7229473.8047
31369,5559460.0028
31370,7924157.218
31372,8951677.7374
31373,4950429.4882
31374,8651597.7112
31375,5020194.5002
31376,8173904.3563
31377,10376448.82
31378,7244953.0592
31379,18558897.119
31380,2694010.1032
31382,5730342.5269
31383,10608526.278
31384,17583556.874
31385,11181977.859
31386,9956694.8507
31387,14176856.716
31388,7759832.2863
31389,3898693.2836
31390,10132385.347
31392,11812750.287
31393,11775871.661
31394,6605522.2566
31395,5433091.8966
31396,10629750.898
31397,5156193.0122
31398,5026770.9822
31399,12870682.428
31400,6633559.4449
31401,11355131.788
31402,9415234.0678
31404,4976577.642
31405,5866119.5985
31406,6831791.7737
31407,3934554.0193
31409,2900511.2687
31410,12046659.485
31411,9315771.998
31412,11902130.582
31413,9876710.6304
31414,5286513.3931
31415,16562863.913
31416,8579926.2685
31417,5634029.929
31418,10500178.045
31419,10836205.4
31420,10673694.605
31421,10105006.247
31422,7178670.0892
31423,8564388.3772
31424,19501513.885
31425,5135781.88
31426,3814114.4615
31427,4190110.1835
31428,10359912.121
31429,13885362.191
31431,5464152.4802
31432,6744330.5483
31433,7445178.5525
31435,11678197.408
31436,10120938.086
31437,13732899.347
31438,9629719.9545
31440,7575333.9923
31441,8067568.5712
31443,15143007.834
31444,7868736.4844
31445,11415177.891
31446,12451886.903
31447,6542250.792
31448,10837251.387
31449,11132245.226
31450,7142789.0047
31451,10016615.771
31452,10615026.327
31453,5010697.8996
31454,5798682.768
31455,8516553.1351
31456,3948417.7453
31457,7739663.4655
31458,15666283.11
31459,10705189.141
31461,4756001.9426
31463,5703789.4049
31464,10078216.231
31465,5416303.6997
31466,28339182.412
31468,17611390.565
31469,5101916.8323
31471,10742703.996
31473,9590169.0569
31476,15561137.698
31477,8580178.1622
31478,6305526.6475
31479,7413406.6203
31480,11052163.555
31481,9362991.1278
31482,12633465.827
31483,8066337.3803
31484,7074936.8971
31485,4389598.4201
31486,4856962.7382
31487,4605753.0443
31488,14417098.525
31489,10309444.48
31491,6932316.8828
31492,9665022.5168
31493,10626413.44
31494,5979488.4676
31495,5184756.1483
31496,12907526.066
31497,3539631.3651
31499,12643251.603
31500,9772668.5105
31501,11699978.943
31502,12613531.684
31503,5349326.1782
31504,10803104.483
31505,19597536.678
31506,10041632.071
31507,8271088.8563
31508,6092789.8446
31509,4354207.5088
31510,8538052.6806
31511,5154136.0249
31512,8596143.1662
31513,15680428.276
31514,12957926.249
31516,16877866.392
31517,6061366.3649
31518,8812073.6591
31519,6250189.2732
31520,8945374.635
31521,5957611.8765
31523,8086648.7109
31524,10939017.087
31525,12266200.959
31526,9125545.8146
31527,9821837.6461
31528,4541383.3335
31529,4865370.6413
31531,9621676.658
31532,5879329.3922
31533,13522160.166
31534,8455895.5193
31535,12315529.709
31536,9912563.9765
31539,5758083.7783
31540,10462706.239
31541,2406600.5937
31542,5165553.7665
31544,3793694.5751
31545,8730897.0823
31546,13971816.434
31547,6864103.3965
31548,9101161.1993
31549,6699346.6646
31550,6369744.5208
31551,8013378.0048
31552,9079296.7971
31553,7179322.0729
31554,9057168.8564
31555,5482030.1888
31556,5327176.9205
31557,6852663.0167
31558,10769678.468
31559,2089747.0744
31560,5684368.5528
31561,7364488.588
31562,13153627.308
31564,10288292.877
31565,9013062.0438
31566,7008411.1901
31567,11015588.378
31568,9437986.3664
31569,5180430.6905
31571,6443502.428
31572,2971750.573
31573,3934228.8268
31574,11933065.078
31575,5971021.4201
31576,10690586.814
31577,6370230.6127
31578,10967314.06
31580,7841668.9952
31581,7619521.0884
31582,8258243.8893
31583,10087335.425
31585,7829751.029
31586,11626513.012
31587,14450387.447
31588,10460525.225
31589,5183359.5567
31590,6813346.4005
31591,8063387.3098
31592,7362515.2909
31593,9280091.1585
31594,7674503.4035
31595,6748747.3892
31596,5905163.3924
31597,6023204.3442
31598,5618234.2133
31599,9633157.1304
31600,7695702.2935
31601,13714608.405
31603,16798151.341
31604,5652966.848
31606,7745033.073
31607,7770231.9632
31608,5724426.8673
31609,5109943.0089
31610,9593812.683
31612,5992243.2665
31613,5360734.5171
31614,9374574.4447
31615,10055676.672
31616,11801189.84
31618,7489896.6454
31619,9821911.5873
31620,5140533.9381
31621,8550276.6715
31622,16063616.41
31623,8540110.9425
31624,5642625.9799
31625,10461622.107
31626,5546716.9674
31627,9026512.5575
31628,12479782.264
31629,9768447.3912
31630,3756818.6956
31632,15023282.097
31633,4982745.7255
31634,7996740.9247
31635,11190431.365
31636,7305041.726
31638,7364319.0367
31639,3421667.4303
31640,13062090.639
31641,3693341.9234
31643,8199307.0196
31644,10469942.186
31645,6669153.4211
31646,10371507.707
31647,5220504.2063
31648,12283309.654
31649,5536875.8358
31650,6575879.2476
31651,12319899.524
31652,3013518.3853
31653,5845936.136
31654,6276355.1457
31655,4149914.1773
31656,17664959.947
31657,8417655.3551
31658,5783717.8258
31659,9081713.7574
31660,5761939.1581
31661,7043444.7658
31662,5976470.3644
31663,3430689.1197
31664,4704443.701
31665,4646724.2575
31666,5289185.8789
31668,8230717.3142
31669,10978677.089
31670,6038982.3128
31671,7455970.5531
31672,9309355.1075
31673,9949028.642
31674,8359583.2052
31675,7340496.0066
31676,7450441.4517
31678,6652066.6022
31679,9434731.3437
31680,9041987.8112
31681,8919795.245
31683,7733457.1572
31684,7562638.036
31686,11999156.813
31687,11322202.155
31688,11850950.25
31689,3370212.9871
31690,6096841.2957
31691,4045007.9821
31692,6633355.438
31693,6302956.7313
31695,6620708.7301
31697,6557484.4263
31699,7020309.559
31700,6726868.6837
31702,8116920.926
31703,9956164.5783
31704,4871036.8351
31705,10317259.16
31706,6645464.4211
31707,8618002.9177
31708,8181931.6412
31709,6068144.1292
31710,12048000.426
31711,9014071.8799
31712,8753575.972
31713,7044992.0818
31714,7002960.6518
31716,4795798.8316
31718,4270777.7018
31719,9473949.9427
31720,7689449.1267
31721,5764362.0367
31722,7647298.46
31723,7306856.8765
31724,8331120.2562
31725,2834518.1632
31726,10132742.842
31727,6550411.2244
31728,5689888.8962
31729,7191996.3693
31732,8637740.6931
31733,4024491.8198
31735,4870814.6022
31736,8235859.2309
31738,8118498.1156
31739,6642740.2889
31740,8224863.7814
31741,10084821.186
31742,15424117.109
31744,4916270.448
31745,4354581.7875
31746,10387755.034
31748,15932457.531
31749,5226242.2077
31750,11166236.264
31751,9652188.6621
31752,4936381.0877
31753,5314866.3443
31754,11331574.042
31755,12799515.295
31756,2810263.3064
31757,6467732.3876
31758,8874111.7932
31759,6171313.7962
31760,6183291.4688
31762,3483758.1159
31763,8760414.5337
31764,8111350.5899
31765,4414157.9856
31766,9547095.7974
31767,2952869.6039
31768,7966577.1351
31769,10483583.037
31770,2250533.415
31772,11454544.796
31773,7489225.673
31774,3981776.5858
31775,12812361.27
31776,637762.94904
31777,7483314.5099
31779,8075044.0319
31780,8136854.2447
31781,11117953.248
31782,10173312.365
31783,3694701.5162
31784,5379006.9851
31785,6451376.7293
31786,5941616.3834
31787,7421541.9986
31788,6097358.7048
31791,8659894.4049
31792,7181319.3839
31793,12801111.12
31795,6859531.4274
31797,14438852.684
31798,8992545.7554
31799,5790959.0834
31800,5527267.5857
31801,3234564.9958
31802,9697512.1495
31803,8471432.2687
31804,4340235.6401
31806,7614337.1196
31807,9270618.8848
31808,11764949.093
31809,6710624.8808
31810,5038533.6692
31811,9798428.7351
31812,8208172.3445
31813,6604480.968
31814,9160182.2416
31815,8072453.1615
31816,4618514.2953
31817,3518889.2924
31818,8716584.9913
31819,5673295.9954
31820,12281106.466
31821,8075586.0687
31822,7247013.232
31824,6544293.0564
31825,3942173.3319
31826,8359175.0352
31827,8342475.0447
31828,5565957.1182
31829,9095107.8707
31830,6315516.2213
31832,10491029.054
31833,12569116.395
31834,7594053.4587
31835,3818254.7168
31836,11188606.789
31837,2708134.1357
31838,9290984.315
31839,3531907.8244
31840,10780719.519
31841,5059698.2858
31842,9671712.1819
31843,3365062.8236
31844,6134009.7137
31845,10091005.299
31846,5693621.1596
31847,6205715.8684
31849,8205858.5881
31850,7643301.5301
31851,13006496.281
31852,7808993.4041
31853,10629181.852
31854,7406886.0061
31855,4867822.696
31856,9554360.3245
31857,11638835.729
31858,11540820.915
31859,14665558.525
31860,7749905.2343
31861,14923547.332
31862,6812749.4456
31863,10359334.192
31864,2003857.1883
31865,11986502.819
31866,2442143.4159
31867,9792763.6022
31868,6422912.9385
31869,11375092.006
31870,5227292.1666
31871,4054969.4335
31872,9736689.4446
31873,8243482.5936
31875,8148682.9174
31876,4767322.6261
31877,15190587.097
31878,5633537.2921
31879,10521235.194
31880,11075127.88
31881,4581247.366
31882,11903813.377
31883,4125717.5783
31884,4866181.8408
31885,7195927.5495
31886,8743666.2911
31887,10149735.81
31889,12407555.321
31890,6251051.4225
31891,6335483.0241
31893,19495796.192
31894,9444475.2629
31896,4090890.2887
31899,4964073.1104
31900,8174999.7483
31901,7012726.3188
31903,13389887.278
31904,5726336.168
31906,5624073.0095
31907,3521908.0699
31908,3878901.9501
31909,7725188.6867
31912,9983208.1837
31913,8658610.7567
31914,6997047.7879
31917,4754898.1496
31918,5493281.3571
31919,7864608.6741
31920,3149560.8433
31921,6908172.2166
31923,14321831.283
31924,15449967.303
31925,6455002.0688
31926,10046716.348
31927,10153788.351
31929,13755491.366
31930,6937590.5523
31931,7009977.1343
31932,10073766.403
31933,10478267.543
31934,6776025.7645
31935,5748457.3598
31936,5400204.5524
31937,7602163.8471
31938,5707743.0106
31939,6843515.4036
31940,8059228.3829
31941,18698572.647
31942,6915515.2757
31943,9382828.377
31944,6929671.811
31945,6780440.9871
31946,11633844.055
31947,12106239.997
31948,5153043.044
31949,15833508.658
31950,10921802.096
31951,6048452.7524
31952,8180072.1881
31954,8443384.7299
31955,6247941.7973
31956,10105089.373
31957,4058795.2396
31958,4901117.0729
31959,11098165.158
31960,8299824.5122
31961,10677750.125
31962,6111401.4263
31963,9179686.654
31965,6700681.2494
31966,15030761.794
31967,10472092.076
31968,10867523.509
31969,23289774.942
31970,7390213.6827
31971,4177767.3363
31972,6488760.6465
31973,5751998.9866
31974,9790699.1491
31976,5148747.7131
31977,9744647.5839
31978,8208288.3957
31979,4595959.9163
31980,4708857.7553
31981,6550693.5935
31982,9513006.1862
31983,8206953.7076
31984,8771108.6584
31986,4566230.13
31987,4269469.2358
31988,10385273.962
31989,12981863.457
31990,4605605.5453
31991,9194746.156
31992,4230194.347
31993,11730253.188
31994,5939626.032
31995,9522824.0216
31996,11593633.068
31997,7065218.8685
31999,5085267.0547
32000,9309724.2901
32001,20515495.735
32002,15935945.716
32003,9039622.3558
32005,3826541.4563
32006,14569876.979
32007,10871825.046
32008,7371989.6612
32010,9574056.1017
32011,6501128.2733
32012,284792.94883
32013,5341950.7863
32014,8195241.6796
32015,9838860.2855
32016,9232604.4847
32017,11667701.962
32018,10358633.763
32019,4614326.3995
32020,5504951.7986
32021,10101461.075
32022,7066138.8516
32023,3749756.2614
32024,5683068.251
32025,7853900.5916
32026,6035631.1221
32027,8565825.0634
32028,4548153.9596
32029,13994857.146
32032,10373818.352
32033,7903016.0331
32034,4948403.0044
32035,7958721.8991
32036,5153897.3924
32038,6484681.605
32039,11603156.054
32040,11109119.231
32042,7354023.285
32043,22718156.356
32046,9948565.1796
32047,13526466.331
32048,16046791.388
32049,8097186.9191
32050,15189721.1
32051,7650599.2053
32053,8069287.9849
32054,8385147.2494
32055,7512564.8674
32056,10574541.996
32057,7366601.3356
32058,4966072.5314
32059,5634388.7269
32060,7162938.7625
32061,10726807.221
32062,7480389.839
32063,7887490.7037
32064,10415714.861
32065,7636239.8013
32066,7222966.8439
32067,4695602.5048
32068,4478340.0585
32070,12009426.162
32071,5773691.5715
32072,2171365.1635
32073,3734927.0381
32075,9566536.3949
32076,17019700.698
32078,4043143.8609
32080,5084314.8512
32081,19645271.111
32082,7250236.3311
32083,3480790.8549
32084,6150676.491
32085,8692066.8676
32086,12895921.472
32087,5341216.4113
32088,19955902.779
32089,10447381.647
32090,12969019.83
32091,7566431.5689
32093,6139545.8859
32094,10372130.831
32095,7528384.6089
32097,15773310.123
32098,7846995.0015
32099,9962225.2976
32100,10098478.712
32101,5739791.0088
32103,3545710.6044
32105,10693787.823
32106,5991884.3187
32107,7082430.6818
32108,3525088.5323
32109,6859596.2062
32110,3238653.9002
32111,13931084.299
32112,10378318.073
32113,7654683.9988
32114,10227098.175
32115,13095913.473
32116,10285708.733
32117,8796852.6268
32118,6569161.4637
32119,9971739.1525
32120,11259930.914
32121,863374.73182
32122,7609263.1928
32123,16465312.656
32124,7478697.9822
32125,12004857.709
32126,9417312.3397
32127,10671686.78
32128,7850274.2998
32129,5926030.4997
32131,15175736.468
32133,2225364.2217
32135,7075501.9495
32136,10757176.019
32138,7520301.1928
32139,7851510.5757
32140,5866603.7796
32142,3346289.6749
32143,11335830.358
32144,5038085.5615
32145,15049804.588
